seq_id,monotonic_time,omega_x,omega_y,omega_z,acc_x,acc_y,acc_z
0,0.0,0.10113141795740532,0.30099280335055445,-0.09869290261739361,-0.29854986616000284,0.07571093934022224,10.194387648985465
1,0.01,0.09855460202823862,0.29872166172989606,-0.09973250398647296,-0.3411316438282974,0.0882941022117128,10.225800284103249
2,0.02,0.09996409541024269,0.30047615763954777,-0.09748342054168359,-0.30053004898258295,0.10469060532834201,10.196774873559027
3,0.03,0.09906548835458676,0.2990394160031031,-0.09921755014426482,-0.27329982603222097,0.12315357678774944,10.219175655490082
4,0.04,0.09824576605232152,0.30102235246660425,-0.0998253688997926,-0.3087517504681564,0.097969024096247,10.212064328734604
5,0.05,0.09771347008250415,0.2997393695035452,-0.09921940726395684,-0.292066739362269,0.10917136989792209,10.170509910603002
6,0.06,0.09985653831233073,0.2973781193236427,-0.10128498907018399,-0.30755114091249447,0.08452440787277125,10.216641820490338
7,0.07,0.09816124281595404,0.3010547611345476,-0.09882214555737856,-0.28220651454329226,0.11242469454923278,10.18532856752622
8,0.08,0.0982965102339672,0.2981725493287861,-0.10301298612160388,-0.3008134534822818,0.09719523138318112,10.208917934832705
9,0.09,0.1000424816261594,0.30040303213747993,-0.0988560469374114,-0.2943291503650168,0.11626478770650636,10.20256655884102
10,0.1,0.10102706682698309,0.299833023947004,-0.09926911724383262,-0.30334077697438033,0.08499374273871974,10.210025032923014
11,0.11,0.09982544314098529,0.3000482000458916,-0.09955122134542818,-0.31001524120569324,0.12739034008554015,10.211403704434407
12,0.12,0.09692567542927263,0.29781502219262795,-0.09775311505593612,-0.2946211519106653,0.107473530865092,10.16909409132462
13,0.13,0.09842324108453954,0.295838086024854,-0.09921201651861385,-0.28087983815812656,0.1259256815205516,10.2143535325677
14,0.14,0.10268526399217531,0.3008655128729058,-0.09952506816191449,-0.2909524965950353,0.1049395666445561,10.186500782915216
15,0.15,0.09788777317588551,0.30088515191420107,-0.10108169658994808,-0.29278281663855127,0.0874704412035458,10.174487122393678
16,0.16,0.09910960617240969,0.3009714047451743,-0.09812528547095663,-0.286975266842111,0.10140293043906273,10.18242274967183
17,0.17,0.10139886529113744,0.30067531611541387,-0.09945228075266367,-0.30514566680150634,0.07781526781519026,10.20587172156685
18,0.18,0.09877787111632466,0.30262511471177844,-0.10027998366560428,-0.2886144759530365,0.12876898924925814,10.192079468188972
19,0.19,0.09911766550313207,0.3004914659459864,-0.10071204056379213,-0.28848127444761085,0.10698017716287271,10.184184974183431
20,0.2,0.099596880879965,0.3002515901088468,-0.09762658329556646,-0.28705639142010453,0.10250459332346373,10.2116433703262
21,0.21,0.10155408832881718,0.2989088433649344,-0.1004599203585889,-0.31214379273677323,0.12102220275078213,10.186245766283871
22,0.22,0.10158799206877059,0.30074056992303877,-0.10030321557898379,-0.3111704512771118,0.09657322594575123,10.188928253048205
23,0.23,0.09952022528433412,0.30013769305956417,-0.09821208904987679,-0.3328831851095614,0.08472957213410044,10.193306700234597
24,0.24,0.09764625986859383,0.298816336362379,-0.09844144104167794,-0.3114300430413111,0.07904520659427705,10.204559949847637
25,0.25,0.09946854625581812,0.30021299186472894,-0.10009674416259488,-0.3062914327109927,0.09647500083197601,10.191919862506202
26,0.26,0.09787564406815001,0.29941196807420634,-0.10050828869452648,-0.31288539088042716,0.10272407772111977,10.19272342132082
27,0.27,0.10104182680955692,0.2991728167913051,-0.09895635409282555,-0.28979367424156394,0.11276373495171108,10.206811199747468
28,0.28,0.10187955845735237,0.2992605963362614,-0.101805250807906,-0.28079427867082457,0.1355840480816688,10.198589342549187
